1471445168	25.9
1471445178	14.0
1471445188	15.6
1471445198	80.4
1471445208	111
1471445218	74.0
1471445228	70.1
1471445238	66.8
1471445248	28.9
1471445258	28.2
1471445268	15.1
1471445278	29.1
1471445288	30.4
1471445298	17.1
1471445308	17.6
1471445318	15.8
1471445328	30.0
1471445338	12.6
1471445348	14.0
1471445358	13.9
1471445368	65.6
1471445378	13.9
1471445388	12.1
1471445398	19.7
1471445408	13.6
1471445418	49.5
1471445428	13.6
1471445438	12.2
1471445448	14.1
1471445458	23.5
1471445468	26.8
1471445478	13.5
1471445488	16.6
1471445498	11.6
1471445508	13.4
1471445518	11.8
1471445528	13.5
1471445538	59.0
1471445548	12.7
1471445558	14.6
1471445568	225
1471445578	28.1
1471445588	82.0
1471445598	19.4
1471445608	82.5
1471445618	73.5
1471445628	74.2
1471445638	19.4
1471445648	36.7
1471445658	54.2
1471445668	15.7
1471445678	13.7
1471445688	15.5
1471445698	49.3
1471445708	11.2
1471445718	124
1471445728	22.5
1471445738	12.0
1471445748	14.3
1471445758	15.2
1471445768	17.2
1471445778	18.3
1471445788	30.2
1471445798	45.7
1471445808	14.1
1471445818	11.8
1471445828	21.2
1471445838	23.9
1471445848	19.2
1471445858	14.2
1471445868	13.5
1471445878	14.4
1471445888	20.4
1471445898	14.0
1471445909	27.8
1471445918	16.2
1471445928	14.4
1471445939	15.6
1471445949	16.1
1471445959	21.1
1471445969	14.8
1471445979	40.5
1471445989	18.7
1471445999	16.3
1471446009	48.7
1471446019	12.5
1471446029	15.1
1471446039	52.3
1471446049	14.0
1471446059	17.0
1471446069	57.8
1471446079	156
1471446089	51.8
1471446099	13.0
1471446109	61.5
1471446119	14.4
1471446129	128
1471446139	16.7
1471446149	16.1
1471446159	16.7
1471446169	12.9
1471446179	11.3
1471446189	20.1
1471446199	13.7
1471446209	43.0
1471446219	68.7
1471446229	75.7
1471446239	43.4
1471446249	46.5
1471446259	25.6
1471446269	13.5
1471446279	58.2
1471446299	-10
1471446299	13.6
1471446309	13.8
1471446319	20.2
1471446339	-10
1471446339	14.7
1471446349	13.5
1471446359	14.4
1471446369	17.4
1471446379	13.1
1471446389	17.3
1471446399	12.4
1471446409	16.7
1471446419	26.7
1471446429	23.1
1471446439	26.5
1471446449	15.7
1471446459	38.5
1471446469	47.8
1471446479	35.5
1471446489	24.3
1471446499	26.9
1471446509	15.6
1471446519	12.6
1471446529	23.0
1471446539	20.6
1471446549	39.5
1471446559	17.8
1471446569	26.8
1471446579	11.8
1471446589	22.8
1471446599	42.5
1471446609	15.0
1471446619	133
1471446629	44.0
1471446639	77.2
1471446649	27.8
1471446659	16.6
1471446669	70.8
1471446679	21.3
1471446689	44.6
1471446699	25.0
1471446709	15.1
1471446719	13.3
1471446729	15.5
1471446739	15.4
1471446749	14.8
1471446759	16.6
1471446769	17.9
1471446779	46.2
1471446789	14.5
1471446799	25.8
1471446809	22.2
1471446819	13.2
1471446829	14.5
1471446839	13.5
1471446849	17.7
1471446859	26.3
1471446869	15.0
1471446879	11.8
1471446889	25.9
1471446899	21.0
1471446909	20.1
1471446919	27.1
1471446929	7.96
1471446939	34.7
1471446950	225
1471446959	13.8
1471446979	-10
1471446979	83.8
1471446989	24.4
1471446999	70.5
1471447009	36.3
1471447019	31.3
1471447029	31.5
1471447039	47.1
1471447049	14.2
1471447059	21.5
1471447069	16.6
1471447079	18.8
1471447089	55.1
1471447099	21.8
1471447109	57.3
1471447119	55.4
1471447129	19.2
1471447139	46.7
1471447149	19.3
1471447159	47.3
1471447169	14.7
1471447179	24.5
1471447189	27.9
1471447199	19.1
1471447210	75.8
1471447220	23.2
1471447230	70.3
1471447240	17.5
1471447260	-10
1471447260	18.1
1471447270	13.9
1471447280	45.5
1471447290	19.2
1471447300	18.1
1471447310	12.5
1471447320	13.6
1471447330	14.1
1471447340	23.0
1471447350	21.9
1471447360	17.1
1471447370	63.4
1471447380	13.8
1471447390	52.8
1471447400	22.1
1471447410	20.4
1471447420	17.5
1471447430	13.7
1471447440	11.5
1471447460	-10
1471447460	16.0
1471447470	14.8
1471447480	13.9
1471447490	14.2
1471447500	13.8
1471447510	13.7
1471447520	123
1471447530	41.9
1471447540	19.9
1471447550	13.4
1471447560	16.5
1471447570	31.3
1471447580	15.2
1471447590	14.4
1471447600	12.8
1471447610	12.2
1471447620	39.9
1471447630	12.8
1471447640	23.6
1471447650	15.6
1471447660	14.2
1471447670	24.3
1471447680	14.3
1471447690	16.5
1471447700	13.8
1471447710	70.4
1471447720	59.8
1471447730	15.2
1471447740	25.0
1471447750	50.1
1471447760	59.8
1471447770	23.3
1471447780	46.9
1471447790	50.6
1471447800	29.7
1471447810	66.1
1471447820	22.0
1471447830	59.8
1471447840	10.0
1471447850	33.8
1471447860	12.0
1471447870	28.6
1471447880	16.5
1471447890	16.3
1471447900	14.3
1471447910	22.4
1471447920	12.5
1471447930	13.9
1471447950	-10
1471447950	16.1
1471447960	14.4
1471447970	62.5
1471447980	12.1
1471447990	42.0
1471448000	57.0
1471448010	22.6
1471448020	14.1
1471448030	12.4
1471448040	22.9
1471448050	19.1
1471448060	13.9
1471448070	36.0
1471448080	13.9
1471448090	100
1471448100	12.9
1471448110	14.2
1471448120	13.2
1471448130	14.1
1471448140	13.5
1471448150	62.9
1471448160	9.05
1471448170	15.0
1471448180	12.0
1471448190	12.3
1471448200	15.1
1471448210	16.2
1471448220	33.6
1471448230	17.3
1471448240	21.2
1471448250	12.5
1471448260	14.2
1471448270	21.2
1471448280	22.6
1471448290	13.9
1471448300	13.8
1471448320	-10
1471448330	-10
1471448340	-10
1471448350	-10
1471448360	-10
1471448370	-10
1471448380	-10
1471448390	-10
1471448400	-10
1471448410	-10
1471448420	-10
1471448430	-10
1471448440	-10
1471448450	-10
1471448460	-10
1471448470	-10
1471448480	-10
1471448490	-10
1471448500	-10
1471448510	-10
1471448520	-10
1471448530	-10
1471448540	-10
1471448551	-10
1471448561	-10
1471448571	-10
1471448581	-10
1471448591	-10
1471448601	-10
1471448611	-10
1471448621	-10
1471448631	-10
1471448641	-10
1471448651	-10
1471448661	-10
1471448671	-10
1471448681	-10
1471448691	-10
1471448701	-10
1471448711	-10
1471448721	-10
1471448731	-10
1471448741	-10
1471448751	-10
1471448761	-10
1471448771	-10
1471448781	-10
1471448791	-10
1471448801	-10
1471448811	-10
1471448821	-10
1471448831	-10
1471448841	-10
1471451866	-10
1471451876	-10
1471451886	-10
1471451896	-10
1471451906	-10
1471451916	-10
1471451926	-10
1471451936	-10
1471451946	-10
1471451956	-10
1471451966	-10
1471451976	-10
1471451986	-10
1471451996	-10
1471452006	-10
1471452016	-10
1471452026	-10
1471452036	-10
1471452046	-10
1471452056	-10
1471452066	-10
1471452076	-10
1471452086	-10
1471452096	-10
1471452106	-10
1471452116	-10
1471452126	-10
1471452136	-10
1471452146	-10
1471452156	-10
1471452166	-10
1471452176	-10
1471452186	-10
