PING 8.8.8.8 (8.8.8.8) 56(84) bytes of data.
[1471412818.152120] no answer yet for icmp_seq=25
[1471412821.725882] no answer yet for icmp_seq=31
[1471412823.084076] no answer yet for icmp_seq=19
[1471412824.316119] no answer yet for icmp_seq=18
[1471412825.961928] no answer yet for icmp_seq=4
[1471412828.160014] no answer yet for icmp_seq=26
[1471412831.725995] no answer yet for icmp_seq=32
[1471412831.735779] 64 bytes from 8.8.8.8: icmp_seq=33 ttl=56 time=9.55 ms
[1471412833.092162] no answer yet for icmp_seq=20
[1471412833.116218] 64 bytes from 8.8.8.8: icmp_seq=21 ttl=56 time=23.8 ms
[1471412834.324155] no answer yet for icmp_seq=19
[1471412834.346055] 64 bytes from 8.8.8.8: icmp_seq=20 ttl=56 time=21.6 ms

--- 8.8.8.8 ping statistics ---
5 packets transmitted, 0 received, 100% packet loss, time 39999ms

PING 8.8.8.8 (8.8.8.8) 56(84) bytes of data.
[1471412835.897974] 64 bytes from 8.8.8.8: icmp_seq=1 ttl=56 time=10.9 ms
[1471412838.168098] no answer yet for icmp_seq=27
[1471412838.183897] 64 bytes from 8.8.8.8: icmp_seq=28 ttl=56 time=15.5 ms

--- 8.8.8.8 ping statistics ---
2 packets transmitted, 1 received, 50% packet loss, time 10009ms
rtt min/avg/max/mdev = 10.958/10.958/10.958/0.000 ms
[1471412851.734061] no answer yet for icmp_seq=34
[1471412853.101992] no answer yet for icmp_seq=22
[1471412854.332138] no answer yet for icmp_seq=21
[1471412858.188065] no answer yet for icmp_seq=29
PING 8.8.8.8 (8.8.8.8) 56(84) bytes of data.
[1471412859.017985] no answer yet for icmp_seq=1

--- 8.8.8.8 ping statistics ---
2 packets transmitted, 0 received, 100% packet loss, time 9999ms

[1471412861.734010] no answer yet for icmp_seq=35
[1471412863.101984] no answer yet for icmp_seq=23
[1471412864.340120] no answer yet for icmp_seq=22
[1471412868.196192] no answer yet for icmp_seq=30
[1471412871.734019] no answer yet for icmp_seq=36
PING 8.8.8.8 (8.8.8.8) 56(84) bytes of data.
[1471412872.024032] no answer yet for icmp_seq=1
[1471412873.101885] no answer yet for icmp_seq=24
[1471412874.348098] no answer yet for icmp_seq=23
[1471412878.204049] no answer yet for icmp_seq=31
[1471412881.733947] no answer yet for icmp_seq=37
[1471412882.032020] no answer yet for icmp_seq=2
[1471412883.105931] no answer yet for icmp_seq=25
[1471412884.356079] no answer yet for icmp_seq=24
[1471412888.212028] no answer yet for icmp_seq=32

--- 8.8.8.8 ping statistics ---
3 packets transmitted, 0 received, 100% packet loss, time 20014ms

[1471412891.733970] no answer yet for icmp_seq=38
[1471412893.105960] no answer yet for icmp_seq=26
[1471412893.117684] 64 bytes from 8.8.8.8: icmp_seq=27 ttl=56 time=11.4 ms
[1471412894.364016] no answer yet for icmp_seq=25
[1471412894.379867] 64 bytes from 8.8.8.8: icmp_seq=26 ttl=56 time=15.6 ms
[1471412898.220094] no answer yet for icmp_seq=33
[1471412901.733990] no answer yet for icmp_seq=39
[1471412908.228142] no answer yet for icmp_seq=34
[1471412911.733987] no answer yet for icmp_seq=40
[1471412913.124067] no answer yet for icmp_seq=28
[1471412914.380098] no answer yet for icmp_seq=27
[1471412918.236041] no answer yet for icmp_seq=35
[1471412921.734000] no answer yet for icmp_seq=41
[1471412923.132114] no answer yet for icmp_seq=29
[1471412924.388115] no answer yet for icmp_seq=28
[1471412928.244056] no answer yet for icmp_seq=36
[1471412931.733924] no answer yet for icmp_seq=42
[1471412933.140075] no answer yet for icmp_seq=30
[1471412934.396037] no answer yet for icmp_seq=29
[1471412938.252002] no answer yet for icmp_seq=37
[1471412938.264316] 64 bytes from 8.8.8.8: icmp_seq=38 ttl=56 time=12.1 ms
[1471412941.733905] no answer yet for icmp_seq=43
[1471412941.752250] 64 bytes from 8.8.8.8: icmp_seq=44 ttl=56 time=18.1 ms
[1471412943.148037] no answer yet for icmp_seq=31
[1471412943.161147] 64 bytes from 8.8.8.8: icmp_seq=32 ttl=56 time=12.9 ms
[1471412944.404068] no answer yet for icmp_seq=30
[1471412944.418861] 64 bytes from 8.8.8.8: icmp_seq=31 ttl=56 time=14.5 ms
[1471412948.278241] 64 bytes from 8.8.8.8: icmp_seq=39 ttl=56 time=15.6 ms
[1471412951.790074] 64 bytes from 8.8.8.8: icmp_seq=45 ttl=56 time=51.1 ms
[1471412953.173861] 64 bytes from 8.8.8.8: icmp_seq=33 ttl=56 time=15.3 ms
[1471412954.444081] 64 bytes from 8.8.8.8: icmp_seq=32 ttl=56 time=29.2 ms
[1471412958.281343] 64 bytes from 8.8.8.8: icmp_seq=40 ttl=56 time=11.3 ms
[1471412971.756254] no answer yet for icmp_seq=46
[1471412973.168203] no answer yet for icmp_seq=34
[1471412974.428193] no answer yet for icmp_seq=33
[1471412978.284204] no answer yet for icmp_seq=41
[1471412981.764163] no answer yet for icmp_seq=47
[1471412983.176169] no answer yet for icmp_seq=35
[1471412984.436167] no answer yet for icmp_seq=34
[1471412988.292234] no answer yet for icmp_seq=42
[1471412991.772191] no answer yet for icmp_seq=48
[1471412993.184123] no answer yet for icmp_seq=36
[1471412994.444192] no answer yet for icmp_seq=35
[1471412998.300157] no answer yet for icmp_seq=43
[1471412998.311884] 64 bytes from 8.8.8.8: icmp_seq=44 ttl=56 time=11.4 ms
[1471413001.780195] no answer yet for icmp_seq=49
[1471413001.792132] 64 bytes from 8.8.8.8: icmp_seq=50 ttl=56 time=11.7 ms
[1471413003.192174] no answer yet for icmp_seq=37
[1471413003.211702] 64 bytes from 8.8.8.8: icmp_seq=38 ttl=56 time=19.3 ms
[1471413004.452115] no answer yet for icmp_seq=36
[1471413004.464939] 64 bytes from 8.8.8.8: icmp_seq=37 ttl=56 time=12.6 ms
[1471413008.317262] 64 bytes from 8.8.8.8: icmp_seq=45 ttl=56 time=9.54 ms
[1471413011.793607] 64 bytes from 8.8.8.8: icmp_seq=51 ttl=56 time=11.7 ms
[1471413013.215968] 64 bytes from 8.8.8.8: icmp_seq=39 ttl=56 time=12.8 ms
[1471413014.478969] 64 bytes from 8.8.8.8: icmp_seq=38 ttl=56 time=20.9 ms
[1471413018.332113] 64 bytes from 8.8.8.8: icmp_seq=46 ttl=56 time=14.9 ms
[1471413031.792191] no answer yet for icmp_seq=52
[1471413033.220203] no answer yet for icmp_seq=40
[1471413034.465920] no answer yet for icmp_seq=39
[1471413038.332188] no answer yet for icmp_seq=47
[1471413041.800121] no answer yet for icmp_seq=53
[1471413043.228183] no answer yet for icmp_seq=41
[1471413044.465965] no answer yet for icmp_seq=40
[1471413048.340135] no answer yet for icmp_seq=48
[1471413051.808160] no answer yet for icmp_seq=54
[1471413053.236176] no answer yet for icmp_seq=42
[1471413054.465904] no answer yet for icmp_seq=41
[1471413058.348194] no answer yet for icmp_seq=49
[1471413058.366341] 64 bytes from 8.8.8.8: icmp_seq=50 ttl=56 time=17.9 ms
[1471413061.816160] no answer yet for icmp_seq=55
[1471413061.832872] 64 bytes from 8.8.8.8: icmp_seq=56 ttl=56 time=16.4 ms
[1471413063.244093] no answer yet for icmp_seq=43
[1471413063.254559] 64 bytes from 8.8.8.8: icmp_seq=44 ttl=56 time=10.2 ms
[1471413064.465942] no answer yet for icmp_seq=42
[1471413064.484549] 64 bytes from 8.8.8.8: icmp_seq=43 ttl=56 time=18.4 ms
[1471413068.374721] 64 bytes from 8.8.8.8: icmp_seq=51 ttl=56 time=16.0 ms
[1471413071.835482] 64 bytes from 8.8.8.8: icmp_seq=57 ttl=56 time=12.9 ms
[1471413073.266568] 64 bytes from 8.8.8.8: icmp_seq=45 ttl=56 time=11.6 ms
[1471413074.485540] 64 bytes from 8.8.8.8: icmp_seq=44 ttl=56 time=13.1 ms
[1471413078.378377] 64 bytes from 8.8.8.8: icmp_seq=52 ttl=56 time=9.27 ms
[1471413091.840179] no answer yet for icmp_seq=58
[1471413093.265975] no answer yet for icmp_seq=46
[1471413094.481990] no answer yet for icmp_seq=45
[1471413098.379993] no answer yet for icmp_seq=53
[1471413101.847952] no answer yet for icmp_seq=59
[1471413103.265971] no answer yet for icmp_seq=47
[1471413104.481977] no answer yet for icmp_seq=46
[1471413108.388193] no answer yet for icmp_seq=54
PING 8.8.8.8 (8.8.8.8) 56(84) bytes of data.
[1471413109.405969] no answer yet for icmp_seq=1
[1471413111.856135] no answer yet for icmp_seq=60

--- 8.8.8.8 ping statistics ---
2 packets transmitted, 0 received, 100% packet loss, time 9999ms

[1471413113.265981] no answer yet for icmp_seq=48
[1471413114.482024] no answer yet for icmp_seq=47
[1471413118.396189] no answer yet for icmp_seq=55
[1471413118.409897] 64 bytes from 8.8.8.8: icmp_seq=56 ttl=56 time=13.4 ms
PING 8.8.8.8 (8.8.8.8) 56(84) bytes of data.
[1471413119.825372] 64 bytes from 8.8.8.8: icmp_seq=1 ttl=56 time=12.0 ms
[1471413121.864027] no answer yet for icmp_seq=61
[1471413121.881873] 64 bytes from 8.8.8.8: icmp_seq=62 ttl=56 time=17.5 ms
[1471413123.265975] no answer yet for icmp_seq=49
[1471413123.280300] 64 bytes from 8.8.8.8: icmp_seq=50 ttl=56 time=14.1 ms
[1471413124.481978] no answer yet for icmp_seq=48
[1471413124.493397] 64 bytes from 8.8.8.8: icmp_seq=49 ttl=56 time=11.1 ms
[1471413128.422674] 64 bytes from 8.8.8.8: icmp_seq=57 ttl=56 time=18.9 ms
[1471413129.835882] 64 bytes from 8.8.8.8: icmp_seq=2 ttl=56 time=15.0 ms
[1471413131.894687] 64 bytes from 8.8.8.8: icmp_seq=63 ttl=56 time=19.4 ms
[1471413133.282247] 64 bytes from 8.8.8.8: icmp_seq=51 ttl=56 time=11.4 ms
[1471413134.503950] 64 bytes from 8.8.8.8: icmp_seq=50 ttl=56 time=11.2 ms
[1471413138.435587] 64 bytes from 8.8.8.8: icmp_seq=58 ttl=56 time=23.2 ms
[1471413149.840174] no answer yet for icmp_seq=3
[1471413151.877983] no answer yet for icmp_seq=64
[1471413153.288178] no answer yet for icmp_seq=52
[1471413154.512273] no answer yet for icmp_seq=51
[1471413158.421974] no answer yet for icmp_seq=59
[1471413159.848188] no answer yet for icmp_seq=4
[1471413161.877896] no answer yet for icmp_seq=65
[1471413163.296131] no answer yet for icmp_seq=53
[1471413164.520165] no answer yet for icmp_seq=52
[1471413168.421981] no answer yet for icmp_seq=60
[1471413169.856172] no answer yet for icmp_seq=5
[1471413171.877947] no answer yet for icmp_seq=66
[1471413173.304142] no answer yet for icmp_seq=54
[1471413174.528150] no answer yet for icmp_seq=53
[1471413178.421981] no answer yet for icmp_seq=61
[1471413178.439543] 64 bytes from 8.8.8.8: icmp_seq=62 ttl=56 time=17.3 ms
[1471413179.864119] no answer yet for icmp_seq=6
[1471413179.876372] 64 bytes from 8.8.8.8: icmp_seq=7 ttl=56 time=12.0 ms
[1471413181.877990] no answer yet for icmp_seq=67
[1471413181.891739] 64 bytes from 8.8.8.8: icmp_seq=68 ttl=56 time=13.5 ms
[1471413183.312214] no answer yet for icmp_seq=55
[1471413183.326477] 64 bytes from 8.8.8.8: icmp_seq=56 ttl=56 time=14.0 ms
[1471413184.536222] no answer yet for icmp_seq=54
[1471413184.547593] 64 bytes from 8.8.8.8: icmp_seq=55 ttl=56 time=11.1 ms
[1471413188.438518] 64 bytes from 8.8.8.8: icmp_seq=63 ttl=56 time=11.5 ms
[1471413189.888848] 64 bytes from 8.8.8.8: icmp_seq=8 ttl=56 time=14.9 ms
[1471413191.900302] 64 bytes from 8.8.8.8: icmp_seq=69 ttl=56 time=11.1 ms
[1471413193.343545] 64 bytes from 8.8.8.8: icmp_seq=57 ttl=56 time=25.9 ms
[1471413194.560697] 64 bytes from 8.8.8.8: icmp_seq=56 ttl=56 time=13.7 ms
[1471413198.463563] 64 bytes from 8.8.8.8: icmp_seq=64 ttl=56 time=29.6 ms
[1471413209.892073] no answer yet for icmp_seq=9
[1471413211.908036] no answer yet for icmp_seq=70
[1471413213.325951] no answer yet for icmp_seq=58
[1471413214.557916] no answer yet for icmp_seq=57
[1471413218.441909] no answer yet for icmp_seq=65
[1471413219.900049] no answer yet for icmp_seq=10
[1471413221.916087] no answer yet for icmp_seq=71
[1471413223.325949] no answer yet for icmp_seq=59
[1471413224.557920] no answer yet for icmp_seq=58
[1471413228.441927] no answer yet for icmp_seq=66
[1471413229.908103] no answer yet for icmp_seq=11
[1471413231.924021] no answer yet for icmp_seq=72
[1471413233.325890] no answer yet for icmp_seq=60
[1471413234.557909] no answer yet for icmp_seq=59
[1471413238.441922] no answer yet for icmp_seq=67
[1471413239.916048] no answer yet for icmp_seq=12
[1471413239.936632] 64 bytes from 8.8.8.8: icmp_seq=13 ttl=56 time=20.3 ms
[1471413241.932188] no answer yet for icmp_seq=73
[1471413241.947363] 64 bytes from 8.8.8.8: icmp_seq=74 ttl=56 time=14.9 ms
[1471413243.325983] no answer yet for icmp_seq=61
[1471413243.336726] 64 bytes from 8.8.8.8: icmp_seq=62 ttl=56 time=10.4 ms
[1471413244.557947] no answer yet for icmp_seq=60
[1471413244.574946] 64 bytes from 8.8.8.8: icmp_seq=61 ttl=56 time=16.7 ms
[1471413248.441979] no answer yet for icmp_seq=68
[1471413248.451874] 64 bytes from 8.8.8.8: icmp_seq=69 ttl=56 time=9.71 ms
[1471413249.941309] 64 bytes from 8.8.8.8: icmp_seq=14 ttl=56 time=16.8 ms
[1471413251.979205] 64 bytes from 8.8.8.8: icmp_seq=75 ttl=56 time=37.2 ms
[1471413253.343352] 64 bytes from 8.8.8.8: icmp_seq=63 ttl=56 time=11.4 ms
[1471413254.580126] 64 bytes from 8.8.8.8: icmp_seq=62 ttl=56 time=11.8 ms
[1471413258.471422] 64 bytes from 8.8.8.8: icmp_seq=70 ttl=56 time=23.0 ms
[1471413269.933984] no answer yet for icmp_seq=15
[1471413271.960091] no answer yet for icmp_seq=76
[1471413273.341975] no answer yet for icmp_seq=64
[1471413274.576172] no answer yet for icmp_seq=63
[1471413278.457908] no answer yet for icmp_seq=71
[1471413279.933932] no answer yet for icmp_seq=16
[1471413281.961918] no answer yet for icmp_seq=77
[1471413283.341984] no answer yet for icmp_seq=65
[1471413284.584225] no answer yet for icmp_seq=64
[1471413288.457972] no answer yet for icmp_seq=72
[1471413289.933951] no answer yet for icmp_seq=17
[1471413291.961901] no answer yet for icmp_seq=78
[1471413293.341984] no answer yet for icmp_seq=66
[1471413294.592076] no answer yet for icmp_seq=65
[1471413298.457983] no answer yet for icmp_seq=73
[1471413299.933858] no answer yet for icmp_seq=18
[1471413299.978277] 64 bytes from 8.8.8.8: icmp_seq=19 ttl=56 time=44.2 ms
[1471413301.961957] no answer yet for icmp_seq=79
[1471413301.980612] 64 bytes from 8.8.8.8: icmp_seq=80 ttl=56 time=18.4 ms
[1471413303.342010] no answer yet for icmp_seq=67
[1471413303.353362] 64 bytes from 8.8.8.8: icmp_seq=68 ttl=56 time=11.1 ms
[1471413304.600043] no answer yet for icmp_seq=66
[1471413304.612652] 64 bytes from 8.8.8.8: icmp_seq=67 ttl=56 time=12.5 ms
[1471413308.457991] no answer yet for icmp_seq=74
[1471413308.470408] 64 bytes from 8.8.8.8: icmp_seq=75 ttl=56 time=12.1 ms
[1471413309.961446] 64 bytes from 8.8.8.8: icmp_seq=20 ttl=56 time=16.7 ms
[1471413312.038007] 64 bytes from 8.8.8.8: icmp_seq=81 ttl=56 time=66.5 ms
[1471413313.362664] 64 bytes from 8.8.8.8: icmp_seq=69 ttl=56 time=14.2 ms
[1471413314.616391] 64 bytes from 8.8.8.8: icmp_seq=68 ttl=56 time=11.1 ms
[1471413318.477203] 64 bytes from 8.8.8.8: icmp_seq=76 ttl=56 time=11.6 ms
[1471413329.946042] no answer yet for icmp_seq=21
[1471413331.988109] no answer yet for icmp_seq=82
[1471413333.349970] no answer yet for icmp_seq=70
[1471413334.620207] no answer yet for icmp_seq=69
[1471413338.476107] no answer yet for icmp_seq=77
[1471413339.945955] no answer yet for icmp_seq=22
[1471413341.996089] no answer yet for icmp_seq=83
[1471413343.349934] no answer yet for icmp_seq=71
[1471413344.628183] no answer yet for icmp_seq=70
[1471413348.484154] no answer yet for icmp_seq=78
[1471413349.945902] no answer yet for icmp_seq=23
[1471413352.004070] no answer yet for icmp_seq=84
[1471413353.349969] no answer yet for icmp_seq=72
[1471413354.636220] no answer yet for icmp_seq=71
[1471413358.492178] no answer yet for icmp_seq=79
[1471413359.946004] no answer yet for icmp_seq=24
[1471413359.956138] 64 bytes from 8.8.8.8: icmp_seq=25 ttl=56 time=9.88 ms
[1471413362.012208] no answer yet for icmp_seq=85
[1471413362.031183] 64 bytes from 8.8.8.8: icmp_seq=86 ttl=56 time=18.7 ms
[1471413363.349948] no answer yet for icmp_seq=73
[1471413363.363695] 64 bytes from 8.8.8.8: icmp_seq=74 ttl=56 time=13.5 ms
[1471413364.644099] no answer yet for icmp_seq=72
[1471413364.655170] 64 bytes from 8.8.8.8: icmp_seq=73 ttl=56 time=10.8 ms
[1471413368.500184] no answer yet for icmp_seq=80
[1471413368.511341] 64 bytes from 8.8.8.8: icmp_seq=81 ttl=56 time=10.9 ms
[1471413369.972265] 64 bytes from 8.8.8.8: icmp_seq=26 ttl=56 time=15.8 ms
[1471413372.033092] 64 bytes from 8.8.8.8: icmp_seq=87 ttl=56 time=13.4 ms
[1471413373.373838] 64 bytes from 8.8.8.8: icmp_seq=75 ttl=56 time=13.9 ms
[1471413374.680129] 64 bytes from 8.8.8.8: icmp_seq=74 ttl=56 time=27.2 ms
[1471413378.523132] 64 bytes from 8.8.8.8: icmp_seq=82 ttl=56 time=12.3 ms
[1471413389.976025] no answer yet for icmp_seq=27
[1471413392.029858] no answer yet for icmp_seq=88
[1471413393.368189] no answer yet for icmp_seq=76

--- 8.8.8.8 ping statistics ---
28 packets transmitted, 10 received, 64% packet loss, time 270162ms
rtt min/avg/max/mdev = 9.885/17.809/44.212/9.242 ms
[1471413394.661947] no answer yet for icmp_seq=75
[1471413398.528208] no answer yet for icmp_seq=83
[1471413402.029946] no answer yet for icmp_seq=89
[1471413403.376068] no answer yet for icmp_seq=77
[1471413404.661863] no answer yet for icmp_seq=76
PING 8.8.8.8 (8.8.8.8) 56(84) bytes of data.
[1471413405.680042] no answer yet for icmp_seq=1
[1471413408.536009] no answer yet for icmp_seq=84
[1471413412.029965] no answer yet for icmp_seq=90
[1471413413.384060] no answer yet for icmp_seq=78
[1471413414.661977] no answer yet for icmp_seq=77
[1471413415.688186] no answer yet for icmp_seq=2
[1471413418.544194] no answer yet for icmp_seq=85
[1471413422.029916] no answer yet for icmp_seq=91
[1471413422.043691] 64 bytes from 8.8.8.8: icmp_seq=92 ttl=56 time=13.6 ms
[1471413423.392122] no answer yet for icmp_seq=79
[1471413423.414961] 64 bytes from 8.8.8.8: icmp_seq=80 ttl=56 time=22.6 ms
[1471413424.661974] no answer yet for icmp_seq=78
[1471413424.678883] 64 bytes from 8.8.8.8: icmp_seq=79 ttl=56 time=16.7 ms
[1471413425.691419] no answer yet for icmp_seq=3
[1471413425.702882] 64 bytes from 8.8.8.8: icmp_seq=4 ttl=56 time=11.2 ms
[1471413428.552157] no answer yet for icmp_seq=86
[1471413428.562283] 64 bytes from 8.8.8.8: icmp_seq=87 ttl=56 time=9.90 ms
[1471413432.061470] 64 bytes from 8.8.8.8: icmp_seq=93 ttl=56 time=20.7 ms
[1471413433.408746] 64 bytes from 8.8.8.8: icmp_seq=81 ttl=56 time=9.99 ms
[1471413434.683199] 64 bytes from 8.8.8.8: icmp_seq=80 ttl=56 time=13.1 ms
[1471413435.717757] 64 bytes from 8.8.8.8: icmp_seq=5 ttl=56 time=15.4 ms
[1471413438.572362] 64 bytes from 8.8.8.8: icmp_seq=88 ttl=56 time=13.1 ms

--- 8.8.8.8 ping statistics ---
6 packets transmitted, 2 received, 66% packet loss, time 50034ms
rtt min/avg/max/mdev = 11.203/13.327/15.451/2.124 ms
[1471413452.060132] no answer yet for icmp_seq=94
[1471413453.412184] no answer yet for icmp_seq=82
[1471413454.673915] no answer yet for icmp_seq=81
[1471413458.576116] no answer yet for icmp_seq=89
[1471413462.068126] no answer yet for icmp_seq=95
[1471413463.420149] no answer yet for icmp_seq=83
[1471413464.677979] no answer yet for icmp_seq=82
[1471413468.584134] no answer yet for icmp_seq=90
[1471413472.076072] no answer yet for icmp_seq=96
[1471413473.428199] no answer yet for icmp_seq=84
[1471413474.677918] no answer yet for icmp_seq=83
[1471413478.592145] no answer yet for icmp_seq=91
[1471413482.084135] no answer yet for icmp_seq=97
[1471413482.102501] 64 bytes from 8.8.8.8: icmp_seq=98 ttl=56 time=18.1 ms
[1471413483.436133] no answer yet for icmp_seq=85
[1471413483.452983] 64 bytes from 8.8.8.8: icmp_seq=86 ttl=56 time=16.6 ms
[1471413484.677928] no answer yet for icmp_seq=84
[1471413484.693370] 64 bytes from 8.8.8.8: icmp_seq=85 ttl=56 time=15.2 ms
[1471413488.600080] no answer yet for icmp_seq=92
[1471413488.675832] 64 bytes from 8.8.8.8: icmp_seq=93 ttl=56 time=75.5 ms
[1471413492.105050] 64 bytes from 8.8.8.8: icmp_seq=99 ttl=56 time=10.2 ms
[1471413493.456323] 64 bytes from 8.8.8.8: icmp_seq=87 ttl=56 time=16.9 ms
[1471413494.700834] 64 bytes from 8.8.8.8: icmp_seq=86 ttl=56 time=12.1 ms
